date,observed,estimate,upper,lower,type
2020-03-01,0,0,0,0,covid
2020-03-02,0,0,0,0,covid
2020-03-03,0,0,0,0,covid
2020-03-04,0,0,0,0,covid
2020-03-05,0,0,0,0,covid
2020-03-06,0,0,0,0,covid
2020-03-07,0,0,0,0,covid
2020-03-08,0,0,0,0,covid
2020-03-09,0,0,0,0,covid
2020-03-10,0,0,0,0,covid
2020-03-11,0,0,0,0,covid
2020-03-12,0,0,0,0,covid
2020-03-13,0,0,0,0,covid
2020-03-14,0,0,0,0,covid
2020-03-15,0,0,0,0,covid
2020-03-16,0,0,0,0,covid
2020-03-17,0,0,0,0,covid
2020-03-18,0,0,0,0,covid
2020-03-19,1,1,1,1,covid
2020-03-20,3,3,3,3,covid
2020-03-21,3,3,3,3,covid
2020-03-22,3,3,3,3,covid
2020-03-23,3,3,3,3,covid
2020-03-24,3,3,3,3,covid
2020-03-25,4,4,4,4,covid
2020-03-26,6,6,6,6,covid
2020-03-27,6,6,6,6,covid
2020-03-28,6,6,6,6,covid
2020-03-29,7,7,7,7,covid
2020-03-30,6,6,6,6,covid
2020-03-31,7,7,7,7,covid
2020-04-01,8,8,8,8,covid
2020-04-02,9,9,9,9,covid
2020-04-03,10,10,10,10,covid
2020-04-04,10,10,10,10,covid
2020-04-05,11,11,11,11,covid
2020-04-06,12,12,12,12,covid
2020-04-07,12,12,12,12,covid
2020-04-08,12,12,12,12,covid
2020-04-09,11,11,11,11,covid
2020-04-10,11,11,11,11,covid
2020-04-11,9,9,9,9,covid
2020-04-12,10,10,10,10,covid
2020-04-13,8,8,8,8,covid
2020-04-14,9,9,9,9,covid
2020-04-15,8,8,8,8,covid
2020-04-16,9,9,9,9,covid
2020-04-17,9,9,9,9,covid
2020-04-18,9,9,9,9,covid
2020-04-19,11,11,11,11,covid
2020-04-20,12,12,12,12,covid
2020-04-21,12,12,12,12,covid
2020-04-22,13,13,13,13,covid
2020-04-23,15,15,15,15,covid
2020-04-24,16,16,16,16,covid
2020-04-25,16,16,16,16,covid
2020-04-26,16,16,16,16,covid
2020-04-27,18,18,18,18,covid
2020-04-28,21,21,21,21,covid
2020-04-29,22,22,22,22,covid
2020-04-30,22,22,24,22,covid
2020-05-01,20,20,24,20,covid
2020-05-02,19,19,23,19,covid
2020-05-03,18,18,23,18,covid
2020-05-04,16,16,21,16,covid
2020-05-05,19,19,25,19,covid
2020-05-06,20,20,28,20,covid
2020-05-07,22,22,30,22,covid
2020-05-08,21,21,32,21,covid
2020-05-09,23,23,35,23,covid
2020-05-10,22,22,35,22,covid
2020-05-11,20,20,34,20,covid
2020-05-12,19,19,33,19,covid
2020-05-13,19,19,35,19,covid
2020-05-14,19,19,37,19,covid
2020-05-15,21,21,43,21,covid
2020-05-16,22,22,44,22,covid
2020-05-17,24,24,48,24,covid
2020-05-18,28,28,53,28,covid
2020-05-19,27,27,49,27,covid
2020-05-20,29,29,54,29,covid
2020-05-21,29,29,57,29,covid
2020-05-22,31,31,62,31,covid
2020-05-23,30,31,63,30,covid
2020-05-24,30,32,67,30,covid
2020-05-25,31,34,72,31,covid
2020-03-01,2,2,2,2,srag
2020-03-02,2,2,2,2,srag
2020-03-03,3,3,3,3,srag
2020-03-04,2,2,2,2,srag
2020-03-05,2,2,2,2,srag
2020-03-06,2,2,2,2,srag
2020-03-07,2,2,2,2,srag
2020-03-08,2,2,2,2,srag
2020-03-09,4,4,4,4,srag
2020-03-10,4,4,4,4,srag
2020-03-11,4,4,4,4,srag
2020-03-12,5,5,5,5,srag
2020-03-13,6,6,6,6,srag
2020-03-14,6,6,6,6,srag
2020-03-15,6,6,6,6,srag
2020-03-16,8,8,8,8,srag
2020-03-17,7,7,7,7,srag
2020-03-18,8,8,8,8,srag
2020-03-19,8,8,8,8,srag
2020-03-20,11,11,11,11,srag
2020-03-21,11,11,11,11,srag
2020-03-22,11,11,11,11,srag
2020-03-23,14,14,14,14,srag
2020-03-24,14,14,14,14,srag
2020-03-25,15,15,15,15,srag
2020-03-26,16,16,16,16,srag
2020-03-27,18,18,18,18,srag
2020-03-28,19,19,19,19,srag
2020-03-29,23,23,23,23,srag
2020-03-30,21,21,21,21,srag
2020-03-31,24,24,24,24,srag
2020-04-01,26,26,26,26,srag
2020-04-02,29,29,29,29,srag
2020-04-03,31,31,31,31,srag
2020-04-04,34,34,34,34,srag
2020-04-05,34,34,34,34,srag
2020-04-06,36,36,36,36,srag
2020-04-07,37,37,37,37,srag
2020-04-08,39,39,39,39,srag
2020-04-09,38,38,38,38,srag
2020-04-10,38,38,38,38,srag
2020-04-11,35,35,35,35,srag
2020-04-12,40,40,40,40,srag
2020-04-13,38,38,38,38,srag
2020-04-14,38,38,38,38,srag
2020-04-15,39,39,39,39,srag
2020-04-16,40,40,40,40,srag
2020-04-17,38,38,38,38,srag
2020-04-18,39,39,39,39,srag
2020-04-19,41,41,41,41,srag
2020-04-20,42,42,42,42,srag
2020-04-21,42,42,42,42,srag
2020-04-22,46,46,46,46,srag
2020-04-23,50,50,50,50,srag
2020-04-24,54,54,55,54,srag
2020-04-25,57,57,59,57,srag
2020-04-26,54,54,57,54,srag
2020-04-27,57,57,62,57,srag
2020-04-28,61,61,66,61,srag
2020-04-29,64,64,69,64,srag
2020-04-30,62,62,68,62,srag
2020-05-01,60,60,66,60,srag
2020-05-02,58,58,65,58,srag
2020-05-03,57,57,64,57,srag
2020-05-04,53,53,60,53,srag
2020-05-05,60,60,69,60,srag
2020-05-06,59,59,68,59,srag
2020-05-07,63,63,73,63,srag
2020-05-08,64,64,76,64,srag
2020-05-09,70,70,85,70,srag
2020-05-10,70,70,88,70,srag
2020-05-11,68,68,88,68,srag
2020-05-12,68,68,89,68,srag
2020-05-13,71,71,96,71,srag
2020-05-14,72,72,100,72,srag
2020-05-15,73,73,102,73,srag
2020-05-16,74,74,106,74,srag
2020-05-17,78,78,110,78,srag
2020-05-18,83,84,116,83,srag
2020-05-19,85,86,122,85,srag
2020-05-20,90,92,129,90,srag
2020-05-21,89,93,125,89,srag
2020-05-22,91,94,128,91,srag
2020-05-23,88,93,129,88,srag
2020-05-24,90,95,138,90,srag
2020-05-25,94,101,146,94,srag
2020-05-26,92,101,150,92,srag
2020-05-27,92,103,155,92,srag
