dt_int,observed,estimate,upper,lower
2020-01-08,1,1,1,1
2020-01-26,1,1,1,1
2020-02-03,1,1,1,1
2020-02-14,1,1,1,1
2020-02-18,1,1,1,1
2020-02-20,1,1,1,1
2020-02-21,1,1,1,1
2020-02-22,2,2,2,2
2020-02-23,1,1,1,1
2020-02-26,1,1,1,1
2020-02-27,1,1,1,1
2020-02-28,2,2,2,2
2020-03-01,1,1,1,1
2020-03-03,2,2,2,2
2020-03-06,2,2,2,2
2020-03-07,2,2,2,2
2020-03-09,1,1,1,1
2020-03-12,6,6,6,6
2020-03-14,3,3,3,3
2020-03-15,2,2,2,2
2020-03-16,7,7,7,7
2020-03-17,7,7,7,7
2020-03-18,6,6,6,6
2020-03-19,9,9,9,9
2020-03-20,10,10,10,10
2020-03-21,11,11,11,11
2020-03-22,18,18,18,18
2020-03-23,17,17,17,17
2020-03-24,23,23,23,23
2020-03-25,32,32,32,32
2020-03-26,28,28,28,28
2020-03-27,29,29,29,29
2020-03-28,27,27,27,27
2020-03-29,29,29,29,29
2020-03-30,38,38,38,38
2020-03-31,38,38,38,38
2020-04-01,36,36,36,36
2020-04-02,29,29,29,29
2020-04-03,42,42,42,42
2020-04-04,34,34,34,34
2020-04-05,31,31,31,31
2020-04-06,33,33,33,33
2020-04-07,39,39,39,39
2020-04-08,39,39,39,39
2020-04-09,37,37,37,37
2020-04-10,25,25,25,25
2020-04-11,36,36,36,36
2020-04-12,33,33,33,33
2020-04-13,43,43,43,43
2020-04-14,57,57,57,57
2020-04-15,42,42,42,42
2020-04-16,47,47,47,47
2020-04-17,36,36,36,36
2020-04-18,32,32,32,32
2020-04-19,30,30,30,30
2020-04-20,39,39,39,39
2020-04-21,50,50,50,50
2020-04-22,62,62,62,62
2020-04-23,50,50,50,50
2020-04-24,38,38,38,38
2020-04-25,49,49,49,49
2020-04-26,55,55,55,55
2020-04-27,73,73,73,73
2020-04-28,68,68,68,68
2020-04-29,56,56,56,56
2020-04-30,68,68,68,68
2020-05-01,69,69,69,69
2020-05-02,58,58,58,58
2020-05-03,46,46,46,46
2020-05-04,60,60,60,60
2020-05-05,74,74,74,74
2020-05-06,68,68,68,68
2020-05-07,51,51,51,51
2020-05-08,69,69,69,69
2020-05-09,72,72,72,72
2020-05-10,70,70,70,70
2020-05-11,69,69,69,69
2020-05-12,74,74,74,74
2020-05-13,82,82,82,82
2020-05-14,76,76,76,76
2020-05-15,68,68,68,68
2020-05-16,83,83,83,83
2020-05-17,55,55,55,55
2020-05-18,74,74,74,74
2020-05-19,71,71,71,71
2020-05-20,69,69,69,69
2020-05-21,94,94,94,94
2020-05-22,79,79,79,79
2020-05-23,70,70,70,70
2020-05-24,65,65,65,65
2020-05-25,62,62,62,62
2020-05-26,98,98,98,98
2020-05-27,70,70,70,70
2020-05-28,82,82,82,82
2020-05-29,72,72,72,72
2020-05-30,79,79,79,79
2020-05-31,59,59,59,59
2020-06-01,57,57,57,57
2020-06-02,87,87,87,87
2020-06-03,58,58,58,58
2020-06-04,72,72,72,72
2020-06-05,59,59,59,59
2020-06-06,59,59,59,59
2020-06-07,61,61,61,61
2020-06-08,82,82,82,82
2020-06-09,84,84,84,84
2020-06-10,63,63,63,63
2020-06-11,97,97,97,97
2020-06-12,74,74,74,74
2020-06-13,68,68,68,68
2020-06-14,54,54,54,54
2020-06-15,66,66,66,66
2020-06-16,55,55,55,55
2020-06-17,47,47,47,47
2020-06-18,72,72,72,72
2020-06-19,74,74,74,74
2020-06-20,58,58,58,58
2020-06-21,40,40,40,40
2020-06-22,69,69,69,69
2020-06-23,52,52,52,52
2020-06-24,46,46,46,46
2020-06-25,39,39,39,39
2020-06-26,61,61,61,61
2020-06-27,31,31,31,31
2020-06-28,31,31,31,31
2020-06-29,39,39,39,39
2020-06-30,47,47,47,47
2020-07-01,36,36,36,36
2020-07-02,41,41,41,41
2020-07-03,37,37,37,37
2020-07-04,28,28,28,28
2020-07-05,40,40,40,40
2020-07-06,36,36,36,36
2020-07-07,33,33,33,33
2020-07-08,59,59,59,59
2020-07-09,37,37,37,37
2020-07-10,44,44,44,44
2020-07-11,30,30,30,30
2020-07-12,35,35,35,35
2020-07-13,56,56,56,56
2020-07-14,31,31,31,31
2020-07-15,46,46,46,46
2020-07-16,43,43,44,43
2020-07-17,38,38,38,38
2020-07-18,30,30,33,30
2020-07-19,27,27,31,27
2020-07-20,35,35,43,35
2020-07-21,32,32,40,32
2020-07-22,25,25,36,25
2020-07-23,29,29,35,29
2020-07-24,19,19,32,19
2020-07-25,25,25,37,25
2020-07-26,18,18,27,18
2020-07-27,23,23,37,23
2020-07-28,35,35,47,35
2020-07-29,21,23,38,21
2020-07-30,19,21,35,19
2020-07-31,26,28,42,26
2020-08-01,25,28,49,25
2020-08-02,29,32,45,29
2020-08-03,15,16,33,15
2020-08-04,26,29,52,26
2020-08-05,28,38,54,28
2020-08-06,23,28,48,23
2020-08-07,12,13,34,12
2020-08-08,12,16,42,12
2020-08-09,14,18,51,14
2020-08-10,18,27,57,18
2020-08-11,21,32,52,21
2020-08-12,15,28,52,15
2020-08-13,23,40,62,23
2020-08-14,9,23,47,9
2020-08-15,14,35,61,15
2020-08-16,7,29,56,7
2020-08-17,13,30,60,13
2020-08-18,8,25,63,8
2020-08-19,13,27,56,13
2020-08-20,6,21,58,7
2020-08-21,7,22,54,7
2020-08-22,3,20,68,7
2020-08-23,1,17,56,5
2020-08-24,1,18,52,3
2020-08-25,NA,23,50,5
