dt_int,observed,estimate,upper,lower
2020-03-03,1,1,1,1
2020-03-19,1,1,1,1
2020-03-21,1,1,1,1
2020-03-22,1,1,1,1
2020-03-24,5,5,5,5
2020-03-25,1,1,1,1
2020-03-28,3,3,3,3
2020-03-29,2,2,2,2
2020-03-30,2,2,2,2
2020-03-31,1,1,1,1
2020-04-02,3,3,3,3
2020-04-03,2,2,2,2
2020-04-04,1,1,1,1
2020-04-05,2,2,2,2
2020-04-06,1,1,1,1
2020-04-07,4,4,4,4
2020-04-08,4,4,4,4
2020-04-09,1,1,1,1
2020-04-10,1,1,1,1
2020-04-14,3,3,3,3
2020-04-15,4,4,4,4
2020-04-16,3,3,3,3
2020-04-17,1,1,1,1
2020-04-18,3,3,3,3
2020-04-19,1,1,1,1
2020-04-20,2,2,2,2
2020-04-21,2,2,2,2
2020-04-22,1,1,1,1
2020-04-24,5,5,5,5
2020-04-25,4,4,4,4
2020-04-26,2,2,2,2
2020-04-27,3,3,3,3
2020-04-28,4,4,4,4
2020-04-29,2,2,2,2
2020-05-01,7,7,7,7
2020-05-02,3,3,3,3
2020-05-04,6,6,6,6
2020-05-05,1,1,1,1
2020-05-06,2,2,2,2
2020-05-08,2,2,2,2
2020-05-09,1,1,1,1
2020-05-10,2,2,2,2
2020-05-12,3,3,4,3
2020-05-13,1,1,4,1
2020-05-14,1,1,2,1
2020-05-17,2,2,4,2
2020-05-18,3,3,4,3
2020-05-19,3,3,9,3
2020-05-20,1,1,4,1
2020-05-21,2,2,4,2
2020-05-22,1,1,6,1
2020-05-23,1,1,4,1
2020-05-24,3,3,10,3
2020-05-25,2,2,9,2
2020-05-26,3,3,5,3
2020-05-27,1,1,3,1
2020-05-28,4,4,9,4
2020-05-29,1,1,11,1
2020-05-30,6,6,14,6
2020-05-31,2,2,14,2
2020-06-01,3,4,10,3
2020-06-02,4,4,14,4
2020-06-03,7,7,17,7
2020-06-04,2,3,7,2
2020-06-05,4,5,15,4
2020-06-06,2,3,20,2
2020-06-07,1,2,28,1
2020-06-08,14,18,35,14
2020-06-09,8,11,39,8
2020-06-10,7,9,33,7
2020-06-11,6,8,32,6
2020-06-12,3,4,34,3
2020-06-13,3,5,38,3
2020-06-15,1,5,22,1
2020-06-17,1,4,25,1
2020-06-18,1,1,21,1
2020-06-14,NA,2,31,NA
2020-06-16,NA,1,34,NA
2020-06-19,NA,1,7,NA
2020-06-23,NA,1,8,NA
2020-05-15,NA,NA,1,NA
2020-05-16,NA,NA,5,NA
2020-06-20,NA,NA,12,NA
2020-06-21,NA,NA,6,NA
2020-06-22,NA,NA,9,NA
